rn,strata,title,time,event_rr3,censor_rr3,at_risk_rr3,stderr,std.chaz
114,eth_maori=TRUE,None to Learners,113,S,120,909,0.02403988,0.023798308
115,eth_maori=TRUE,None to Learners,114,9,114,783,0.024312532,0.024070898
116,eth_maori=TRUE,None to Learners,115,6,123,663,0.024641303,0.024399443
117,eth_maori=TRUE,None to Learners,116,S,123,531,0.024928577,0.024687363
118,eth_maori=TRUE,None to Learners,117,S,144,402,0.025299098,0.025058687
119,eth_maori=TRUE,None to Learners,118,S,141,255,0.026804398,0.026548659
120,eth_maori=TRUE,None to Learners,119,S,108,111,0.026804398,0.026548659
1,eth_melaa=FALSE,None to Learners,0,S,54,59376,0,0
2,eth_melaa=FALSE,None to Learners,1,S,81,59319,0,0
3,eth_melaa=FALSE,None to Learners,2,S,69,59241,0,0
4,eth_melaa=FALSE,None to Learners,3,S,63,59169,0,0
5,eth_melaa=FALSE,None to Learners,4,S,54,59106,0,0
6,eth_melaa=FALSE,None to Learners,5,S,57,59052,0,0
7,eth_melaa=FALSE,None to Learners,6,S,45,58992,0,0
8,eth_melaa=FALSE,None to Learners,7,S,63,58947,0,0
9,eth_melaa=FALSE,None to Learners,8,S,72,58881,0,0
10,eth_melaa=FALSE,None to Learners,9,S,63,58812,1.70E-05,1.70E-05
11,eth_melaa=FALSE,None to Learners,10,S,69,58749,1.70E-05,1.70E-05
12,eth_melaa=FALSE,None to Learners,11,39,66,58680,0.000107811,0.000107776
13,eth_melaa=FALSE,None to Learners,12,6453,45,58575,0.001457724,0.00137556
14,eth_melaa=FALSE,None to Learners,13,4518,42,52077,0.001987448,0.001886467
15,eth_melaa=FALSE,None to Learners,14,3081,51,47514,0.002325548,0.002218669
16,eth_melaa=FALSE,None to Learners,15,2502,51,44388,0.002598605,0.00248824
17,eth_melaa=FALSE,None to Learners,16,2118,42,41838,0.002833131,0.002720435
18,eth_melaa=FALSE,None to Learners,17,1980,51,39678,0.003057824,0.00294251
19,eth_melaa=FALSE,None to Learners,18,1638,54,37647,0.00324915,0.00313251
20,eth_melaa=FALSE,None to Learners,19,1590,39,35958,0.003441697,0.003323234
21,eth_melaa=FALSE,None to Learners,20,1401,54,34326,0.00361704,0.003497305
22,eth_melaa=FALSE,None to Learners,21,1383,45,32874,0.003797224,0.003675714
23,eth_melaa=FALSE,None to Learners,22,1305,54,31449,0.003974366,0.003851028
24,eth_melaa=FALSE,None to Learners,23,1137,48,30090,0.004135009,0.004010486
25,eth_melaa=FALSE,None to Learners,24,1233,36,28905,0.004317689,0.004190722
26,eth_melaa=FALSE,None to Learners,25,1068,45,27630,0.004482859,0.004354264
27,eth_melaa=FALSE,None to Learners,26,1005,33,26517,0.004645742,0.00451554
28,eth_melaa=FALSE,None to Learners,27,987,45,25479,0.004812958,0.004680863
29,eth_melaa=FALSE,None to Learners,28,870,36,24447,0.004967678,0.004834227
30,eth_melaa=FALSE,None to Learners,29,870,54,23535,0.005129007,0.004993847
31,eth_melaa=FALSE,None to Learners,30,786,66,22614,0.005281968,0.005145447
32,eth_melaa=FALSE,None to Learners,31,825,57,21762,0.0054509,0.005312243
33,eth_melaa=FALSE,None to Learners,32,750,57,20877,0.005612222,0.005471795
34,eth_melaa=FALSE,None to Learners,33,753,57,20073,0.005782423,0.005639793
35,eth_melaa=FALSE,None to Learners,34,711,54,19260,0.005951781,0.005807003
36,eth_melaa=FALSE,None to Learners,35,810,54,18495,0.006156263,0.00600739
37,eth_melaa=FALSE,None to Learners,36,834,24,17634,0.006381089,0.006226876
38,eth_melaa=FALSE,None to Learners,37,636,36,16776,0.006562268,0.006405489
39,eth_melaa=FALSE,None to Learners,38,504,27,16104,0.00671308,0.006555138
40,eth_melaa=FALSE,None to Learners,39,528,24,15573,0.006878838,0.006719109
41,eth_melaa=FALSE,None to Learners,40,507,18,15024,0.00704515,0.006883626
42,eth_melaa=FALSE,None to Learners,41,444,27,14499,0.00719812,0.007035366
43,eth_melaa=FALSE,None to Learners,42,402,21,14025,0.007343508,0.00717981
44,eth_melaa=FALSE,None to Learners,43,414,27,13599,0.007499047,0.00733403
45,eth_melaa=FALSE,None to Learners,44,396,39,13158,0.007655093,0.00748875
46,eth_melaa=FALSE,None to Learners,45,384,15,12723,0.007813695,0.007645947
47,eth_melaa=FALSE,None to Learners,46,330,39,12318,0.007954951,0.007786426
48,eth_melaa=FALSE,None to Learners,47,315,24,11949,0.008096531,0.007927226
49,eth_melaa=FALSE,None to Learners,48,261,12,11610,0.008218378,0.008048849
50,eth_melaa=FALSE,None to Learners,49,291,18,11337,0.008358998,0.008188715
51,eth_melaa=FALSE,None to Learners,50,267,15,11028,0.008493044,0.008322205
52,eth_melaa=FALSE,None to Learners,51,237,9,10740,0.008615275,0.008444189
53,eth_melaa=FALSE,None to Learners,52,273,12,10497,0.008762236,0.008590197
54,eth_melaa=FALSE,None to Learners,53,234,12,10209,0.008892957,0.00872045
55,eth_melaa=FALSE,None to Learners,54,225,15,9963,0.009021847,0.008848919
56,eth_melaa=FALSE,None to Learners,55,195,18,9723,0.009138361,0.008965302
57,eth_melaa=FALSE,None to Learners,56,201,15,9510,0.009261754,0.009088405
58,eth_melaa=FALSE,None to Learners,57,192,24,9294,0.009384126,0.009210508
59,eth_melaa=FALSE,None to Learners,58,195,18,9078,0.009512069,0.009338049
60,eth_melaa=FALSE,None to Learners,59,174,12,8868,0.009630683,0.009456476
61,eth_melaa=FALSE,None to Learners,60,180,12,8679,0.009756552,0.009581993
62,eth_melaa=FALSE,None to Learners,61,162,9,8487,0.009873329,0.009698616
63,eth_melaa=FALSE,None to Learners,62,129,9,8316,0.009968819,0.00979431
64,eth_melaa=FALSE,None to Learners,63,171,12,8178,0.01009895,0.009923978
65,eth_melaa=FALSE,None to Learners,64,132,12,7995,0.010200794,0.010025922
66,eth_melaa=FALSE,None to Learners,65,138,15,7851,0.01031105,0.010136134
67,eth_melaa=FALSE,None to Learners,66,126,15,7698,0.010416991,0.010242102
68,eth_melaa=FALSE,None to Learners,67,111,12,7557,0.010512965,0.010338247
